address,addressobj/city,addressobj/country,addressobj/postalcode,addressobj/street1,amenities/0,amenities/1,amenities/2,amenities/3,ancestorlocations/0/id,ancestorlocations/0/name,ancestorlocations/0/subcategory,ancestorlocations/1/id,ancestorlocations/1/name,ancestorlocations/1/subcategory,ancestorlocations/2/id,ancestorlocations/2/name,ancestorlocations/2/subcategory,category,categoryreviewscores/0/categoryname,categoryreviewscores/0/score,categoryreviewscores/1/categoryname,categoryreviewscores/1/score,categoryreviewscores/2/categoryname,categoryreviewscores/2/score,checkindate,checkoutdate,hotelclass,id,image,input,isnearbyresult,latitude,locallangcode,localname,locationstring,longitude,name,numberofreviews,photocount,photos/0,rankingdenominator,rankingposition,rankingstring,rating,ratinghistogram/count1,ratinghistogram/count2,ratinghistogram/count3,ratinghistogram/count4,ratinghistogram/count5,rawranking,subcategories/0,type,weburl
"Aiyad Street Clock Tower Complex, Mecca 24231 Saudi Arabia",Mecca,Saudi Arabia,24231,Aiyad Street,Business center,Room service,Restaurant,Suites,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.7,Rooms,3.8,Value,3.7,2025-02-05,2025-02-06,5.0,1595290,https://media-cdn.tripadvisor.com/media/photo-o/2c/32/d8/61/al-marwa-rayhaan-by-rotana.jpg,Saudi Arabia,False,21.419426,ar,المروة ريحان بجوار روتانا مكة,"Mecca, Makkah Province",39.826256,Al Marwa Rayhaan by Rotana,1590,472,https://media-cdn.tripadvisor.com/media/photo-o/2c/32/d8/61/al-marwa-rayhaan-by-rotana.jpg,310.0,24.0,#24 of 310 hotels in Mecca,4.0,149,101,217,397,726,3.920170783996582,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d1595290-Reviews-Al_Marwa_Rayhaan_by_Rotana-Mecca_Makkah_Province.html
"Madinah Road Badr Hanin, Jeddah 21512 Saudi Arabia",Jeddah,Saudi Arabia,21512,Madinah Road,Pool,Internet,Suites,Room service,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.6,Rooms,4.7,Value,4.4,2025-02-05,2025-02-06,5.0,10798405,https://media-cdn.tripadvisor.com/media/photo-w/2c/88/33/2a/exterior.jpg,Saudi Arabia,False,21.605734,ar,Mövenpick Hotel City Star Jeddah,"Jeddah, Makkah Province",39.15796,Movenpick Hotel City Star Jeddah,501,253,https://media-cdn.tripadvisor.com/media/photo-o/18/26/6b/20/movenpick-hotel-city.jpg,253.0,6.0,#6 of 253 hotels in Jeddah,4.5,9,6,23,59,404,4.6136155128479,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d10798405-Reviews-Movenpick_Hotel_City_Star_Jeddah-Jeddah_Makkah_Province.html
"King Saud Road Al Matar District, Ha'il 55421 Saudi Arabia",Ha'il,Saudi Arabia,55421,King Saud Road,Pool,Internet,Kids Activities,Shuttle Bus Service,1641845,Ha'il,City,2628885,Ha'il Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.7,Value,3.5,Service,3.0,2025-02-05,2025-02-06,0.0,19916153,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/25/31/c0/holiday-villa-hail.jpg,Saudi Arabia,False,27.487066,ar,فندق هوليداي فيلا حائل,"Ha'il, Ha'il Province",41.694477,Holiday Villa Hail,10,60,https://media-cdn.tripadvisor.com/media/photo-o/1c/25/31/c0/holiday-villa-hail.jpg,11.0,2.0,#2 of 11 hotels in Ha'il,3.5,1,1,3,3,2,3.0661661624908447,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g1641845-d19916153-Reviews-Holiday_Villa_Hail-Ha_il_Ha_il_Province.html
"Al Badi, Dammam 32415 Saudi Arabia",Dammam,Saudi Arabia,32415,Unknown,Internet,Free Internet,Free parking,Wheelchair access,298547,Dammam,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.8,Rooms,3.5,Value,4.4,2025-02-05,2025-02-06,2.0,17431871,https://media-cdn.tripadvisor.com/media/photo-w/17/b9/c4/65/time-dammam-residence.jpg,Saudi Arabia,False,26.46498,ar,‫TIME Dammam Residence‬,"Dammam, Eastern Province",50.01562,TIME Dammam Residence,26,29,https://media-cdn.tripadvisor.com/media/photo-o/17/b9/c4/65/time-dammam-residence.jpg,38.0,6.0,#6 of 38 hotels in Dammam,4.5,1,0,0,4,21,3.4729700088500977,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298547-d17431871-Reviews-TIME_Dammam_Residence-Dammam_Eastern_Province.html
"Airport Road, Riyadh 11695 Saudi Arabia",Riyadh,Saudi Arabia,11695,Airport Road,Pool,Room service,Restaurant,Free parking,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.4,Rooms,3.1,Value,3.3,2025-02-05,2025-02-06,5.0,506759,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/23/8e/68/hotel-logo.jpg,Saudi Arabia,False,24.799595,ar,فندق مداريم,"Riyadh, Riyadh Province",46.71818,Madareem Hotel,106,119,https://media-cdn.tripadvisor.com/media/photo-o/2a/23/8e/68/hotel-logo.jpg,317.0,64.0,#64 of 317 hotels in Riyadh,3.5,7,11,37,29,22,3.3058760166168213,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d506759-Reviews-Madareem_Hotel-Riyadh_Riyadh_Province.html
"King Fahad Rd, Riyadh 12212 Saudi Arabia",Riyadh,Saudi Arabia,12212,King Fahad Rd,Pool,Internet,Kids Activities,Shuttle Bus Service,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.7,Rooms,4.6,Value,3.9,2025-02-05,2025-02-06,5.0,301941,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/c5/ae/c0/superior-morning.jpg,Saudi Arabia,False,24.690372,ar,فندق الفيصلية,"Riyadh, Riyadh Province",46.684113,Mandarin Oriental Al Faisaliah Riyadh,565,561,https://media-cdn.tripadvisor.com/media/photo-o/2c/c5/ae/c0/superior-morning.jpg,317.0,23.0,#23 of 317 hotels in Riyadh,4.5,11,12,37,128,377,4.411392688751221,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d301941-Reviews-Mandarin_Oriental_Al_Faisaliah_Riyadh-Riyadh_Riyadh_Province.html
"Al Madi Street, Jeddah 3353 Saudi Arabia",Jeddah,Saudi Arabia,3353,Al Madi Street,Restaurant,Pool,Room service,Free Internet,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.9,Rooms,4.9,Value,4.9,2025-02-05,2025-02-06,5.0,27748245,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/e9/83/4b/caption.jpg,Saudi Arabia,False,21.515005,ar,‫Millennium Al Masar Jeddah‬,"Jeddah, Makkah Province",39.16552,Millennium Al Masar Jeddah,22,39,https://media-cdn.tripadvisor.com/media/photo-o/2d/0b/a9/22/executive-suite-room.jpg,253.0,30.0,#30 of 253 hotels in Jeddah,5.0,0,0,0,0,22,3.649477481842041,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d27748245-Reviews-Millennium_Al_Masar_Jeddah-Jeddah_Makkah_Province.html
"Seashell Roundabout - 18 Street, Dammam 31952 Saudi Arabia",Dammam,Saudi Arabia,31952,Seashell Roundabout - 18 Street,Free parking,Internet,Suites,Room service,298547,Dammam,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.0,Rooms,3.7,Value,3.2,2025-02-05,2025-02-06,4.0,5986495,https://media-cdn.tripadvisor.com/media/photo-o/2d/d0/bc/33/twin-bedroom.jpg,Saudi Arabia,False,26.44101,ar,فندق جولدن توليب كورنيش الدمام,"Dammam, Eastern Province",50.09663,Golden Tulip Dammam Corniche Hotel,47,68,https://media-cdn.tripadvisor.com/media/photo-o/2d/ce/59/86/golden-tulip-corniche.jpg,38.0,14.0,#14 of 38 hotels in Dammam,3.5,4,5,14,14,10,3.066275358200073,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298547-d5986495-Reviews-Golden_Tulip_Dammam_Corniche_Hotel-Dammam_Eastern_Province.html
"Olaya Street, Riyadh 11372 Saudi Arabia",Riyadh,Saudi Arabia,11372,Olaya Street,Free parking,Pool,Internet,Free Internet,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.5,Rooms,4.6,Value,3.9,2025-02-05,2025-02-06,5.0,5994700,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/29/a3/a0/exterior.jpg,Saudi Arabia,False,24.695637,ar,‫Narcissus Hotel & Spa Riyadh‬,"Riyadh, Riyadh Province",46.683575,Narcissus Hotel & Spa Riyadh,339,370,https://media-cdn.tripadvisor.com/media/photo-o/2c/29/a3/a0/exterior.jpg,317.0,42.0,#42 of 317 hotels in Riyadh,4.5,19,15,26,67,212,3.791198968887329,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d5994700-Reviews-Narcissus_Hotel_Spa_Riyadh-Riyadh_Riyadh_Province.html
"Ibrahim Al Khalil St Building No. 2771, Al Taqwa, Mecca 24233 Saudi Arabia",Mecca,Saudi Arabia,24233,Ibrahim Al Khalil St,Internet,Suites,Room service,Free Internet,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.7,Rooms,4.1,Value,3.9,2025-02-05,2025-02-06,5.0,11894548,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/e6/f0/85/caption.jpg,Saudi Arabia,False,21.40063,ar,فندق ام مكة من ميلينيوم,"Mecca, Makkah Province",39.81512,M Hotel Makkah By Millennium,269,181,https://media-cdn.tripadvisor.com/media/photo-o/2c/2f/2f/5a/hotel-exterior.jpg,310.0,32.0,#32 of 310 hotels in Mecca,4.0,34,22,29,59,125,3.4780049324035645,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d11894548-Reviews-M_Hotel_Makkah_By_Millennium-Mecca_Makkah_Province.html
"Al Washam Street, Riyadh 13222 Saudi Arabia",Riyadh,Saudi Arabia,13222,Al Washam Street,Shuttle Bus Service,Suites,Room service,Free Internet,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,4.0,23959115,https://media-cdn.tripadvisor.com/media/photo-w/23/21/72/d0/hayat-alriyadh-washem.jpg,Saudi Arabia,False,24.652424,ar,‫Hayat Al Riyadh Washam Hotel‬,"Riyadh, Riyadh Province",46.708225,Hayat Al Riyadh Washam Hotel,5,99,https://media-cdn.tripadvisor.com/media/photo-o/23/21/72/d0/hayat-alriyadh-washem.jpg,317.0,119.0,#119 of 317 hotels in Riyadh,4.0,1,0,0,2,2,3.065587282180786,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d23959115-Reviews-Hayat_Al_Riyadh_Washam_Hotel-Riyadh_Riyadh_Province.html
"Gate 4 Tabuk University Complex Duba Road, Tabouk 47731 Saudi Arabia",Tabouk,Saudi Arabia,47731,Gate 4,Pool,Suites,Room service,Free parking,679581,Tabouk,City,2628869,Tabuk Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.4,Rooms,4.6,Value,4.2,2025-02-05,2025-02-06,5.0,21266270,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/a6/70/89/exterior.jpg,Saudi Arabia,False,28.36804,ar,‫Grand Millennium Tabuk‬,"Tabouk, Tabuk Province",36.46792,Grand Millennium Tabuk,61,187,https://media-cdn.tripadvisor.com/media/photo-o/2c/a6/70/89/exterior.jpg,21.0,2.0,#2 of 21 hotels in Tabouk,4.5,2,1,4,8,46,3.6788582801818848,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g679581-d21266270-Reviews-Grand_Millennium_Tabuk-Tabouk_Tabuk_Province.html
"King Abdullah Road 101, Tabouk 47312 Saudi Arabia",Tabouk,Saudi Arabia,47312,King Abdullah Road 101,Suites,Room service,Restaurant,Airport transportation,679581,Tabouk,City,2628869,Tabuk Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,5.0,Value,5.0,2025-02-05,2025-02-06,3.0,24947614,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/9e/52/96/caption.jpg,Saudi Arabia,False,28.425465,ar,فندق رائع,"Tabouk, Tabuk Province",36.57612,Marvelous Hotel,3,45,https://media-cdn.tripadvisor.com/media/photo-o/2c/9e/52/96/caption.jpg,21.0,7.0,#7 of 21 hotels in Tabouk,5.0,0,0,0,0,3,3.106894254684448,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g679581-d24947614-Reviews-Marvelous_Hotel-Tabouk_Tabuk_Province.html
"Ajyad Street, Mecca 24231 Saudi Arabia",Mecca,Saudi Arabia,24231,Ajyad Street,Room service,Restaurant,Internet,Free Wifi,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.2,Rooms,3.7,Value,3.7,2025-02-05,2025-02-06,0.0,583299,https://media-cdn.tripadvisor.com/media/photo-o/2b/e4/ad/bf/ajyad-main-building.jpg,Saudi Arabia,False,21.41702,ar,‫Makarem Ajyad Makkah Hotel‬,"Mecca, Makkah Province",39.828518,Makarem Ajyad Makkah Hotel,223,242,https://media-cdn.tripadvisor.com/media/photo-o/2b/e4/ad/bf/ajyad-main-building.jpg,310.0,35.0,#35 of 310 hotels in Mecca,3.5,20,16,38,78,71,3.3973820209503174,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d583299-Reviews-Makarem_Ajyad_Makkah_Hotel-Mecca_Makkah_Province.html
"1st Street P.O. Box 5397, Dammam 31422 Saudi Arabia",Dammam,Saudi Arabia,31422,1st Street,Pool,Business center,Restaurant,Fitness center,298547,Dammam,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.1,Rooms,4.0,Value,3.8,2025-02-05,2025-02-06,5.0,301865,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/9a/62/2c/exterior.jpg,Saudi Arabia,False,26.452747,ar,فندق شيراتون الدمام,"Dammam, Eastern Province",50.119972,Sheraton Dammam Hotel & Convention Centre,368,207,https://media-cdn.tripadvisor.com/media/photo-o/2e/9a/62/2c/exterior.jpg,145.0,7.0,#7 of 145 hotels in Dammam,4.0,33,14,56,136,129,3.4593148231506348,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298547-d301865-Reviews-Sheraton_Dammam_Hotel_Convention_Centre-Dammam_Eastern_Province.html
"King Faisal Street Northern Central Zone, Medina 42311 Saudi Arabia",Medina,Saudi Arabia,42311,King Faisal Street,Internet,Room service,Free Internet,Wheelchair access,298551,Medina,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.2,Rooms,3.4,Value,3.2,2025-02-05,2025-02-06,4.0,12832191,https://media-cdn.tripadvisor.com/media/photo-o/10/75/07/42/king-size-bed.jpg,Saudi Arabia,False,24.473795,ar,‫Saja Al Madinah Hotel‬,"Medina, Al Madinah Province",39.607784,Saja Al Madinah Hotel,153,144,https://media-cdn.tripadvisor.com/media/photo-o/28/9f/0d/c3/caption.jpg,227.0,28.0,#28 of 227 hotels in Medina,3.5,37,9,25,26,56,3.150953531265259,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298551-d12832191-Reviews-Saja_Al_Madinah_Hotel-Medina_Al_Madinah_Province.html
"7590 Wadi Al Artwi, Al Olaya, Riyadh Saudi Arabia",Riyadh,Saudi Arabia,Unknown,"7590 Wadi Al Artwi, Al Olaya",Pool,Internet,Suites,Room service,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.6,Rooms,4.4,Value,4.4,2025-02-05,2025-02-06,4.0,15056872,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/32/de/91/waha-bathroom.jpg,Saudi Arabia,False,24.692995,ar,سنترو عليا,"Riyadh, Riyadh Province",46.684284,Centro Olaya,334,163,https://media-cdn.tripadvisor.com/media/photo-o/2c/32/de/91/waha-bathroom.jpg,317.0,20.0,#20 of 317 hotels in Riyadh,4.5,15,7,15,70,227,4.498301982879639,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d15056872-Reviews-Centro_Olaya-Riyadh_Riyadh_Province.html
"Prince Turkey Street, Al Khobar 31952 Saudi Arabia",Al Khobar,Saudi Arabia,31952,Prince Turkey Street,Pool,Business center,Fitness center,Free parking,298545,Al Khobar,City,2628852,Eastern Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.4,Rooms,4.6,Value,4.2,2025-02-05,2025-02-06,5.0,634650,https://media-cdn.tripadvisor.com/media/photo-w/2c/e5/ec/f5/exterior-view.jpg,Saudi Arabia,False,26.100887,ar,فندق موفنبيك,"Al Khobar, Eastern Province",50.158333,Movenpick Hotel Al Khobar,806,330,https://media-cdn.tripadvisor.com/media/photo-o/05/32/9a/4f/moevenpick-hotel-al-khobar.jpg,103.0,8.0,#8 of 103 hotels in Al Khobar,4.5,22,18,35,168,563,4.469789505004883,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298545-d634650-Reviews-Movenpick_Hotel_Al_Khobar-Al_Khobar_Eastern_Province.html
"Prince Abdul Rahman Bin Abdul Aziz St. Ministries Area, Riyadh 11461 Saudi Arabia",Riyadh,Saudi Arabia,11461,Prince Abdul Rahman Bin Abdul Aziz St.,Pool,Internet,Suites,Room service,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,3.8,Rooms,3.6,Value,3.9,2025-02-05,2025-02-06,5.0,1486058,https://media-cdn.tripadvisor.com/media/photo-m/1280/2c/8d/70/3b/hotel-exterior.jpg,Saudi Arabia,False,24.664728,ar,فندق قصر الرياض,"Riyadh, Riyadh Province",46.71136,"Crowne Plaza Riyadh Palace, an IHG hotel",242,483,https://media-cdn.tripadvisor.com/media/photo-o/2c/8d/70/3b/hotel-exterior.jpg,317.0,37.0,#37 of 317 hotels in Riyadh,4.0,12,9,47,56,118,3.9285848140716553,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d1486058-Reviews-Crowne_Plaza_Riyadh_Palace_an_IHG_hotel-Riyadh_Riyadh_Province.html
"2712 King Abdul Aziz Road Al Aridh, Medina 42314 Saudi Arabia",Medina,Saudi Arabia,42314,2712 King Abdul Aziz Road,Internet,Free Internet,Free parking,Wifi,298551,Medina,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.2,Rooms,4.0,Value,4.4,2025-02-05,2025-02-06,4.0,21200902,https://media-cdn.tripadvisor.com/media/photo-m/1280/1b/b3/8e/1b/getlstd-property-photo.jpg,Saudi Arabia,False,26.60309,ar,‫Season Star Hotel Madina‬,"Medina, Al Madinah Province",37.929516,Season Star Hotel Madina,9,8,https://media-cdn.tripadvisor.com/media/photo-o/1b/b3/8e/1b/getlstd-property-photo.jpg,227.0,26.0,#26 of 227 hotels in Medina,4.5,0,0,0,4,5,3.216186285018921,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298551-d21200902-Reviews-Season_Star_Hotel_Madina-Medina_Al_Madinah_Province.html
"Olaya District King Fahd Road, Riyadh 11482 Saudi Arabia",Riyadh,Saudi Arabia,11482,Olaya District,Pool,Internet,Kids Activities,Suites,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.6,Rooms,4.0,Value,4.3,2025-02-05,2025-02-06,4.0,969150,https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/de/2a/c0/hotel-exterior.jpg,Saudi Arabia,False,24.683914,ar,"‫Holiday Inn Riyadh - Al Qasr, An Ihg Hotel‬","Riyadh, Riyadh Province",46.68803,"Holiday Inn Riyadh - Al Qasr, An Ihg Hotel",1111,519,https://media-cdn.tripadvisor.com/media/photo-o/2b/ff/6e/ed/caption.jpg,317.0,7.0,#7 of 317 hotels in Riyadh,4.5,30,22,85,171,802,4.773940563201904,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d969150-Reviews-Holiday_Inn_Riyadh_Al_Qasr_An_Ihg_Hotel-Riyadh_Riyadh_Province.html
"Prince Mohammed Bin Abdulaziz Street, Jeddah 23326 Saudi Arabia",Jeddah,Saudi Arabia,23326,Prince Mohammed Bin Abdulaziz Street,Pool,Kids Activities,Suites,Room service,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.6,Rooms,5.0,Value,4.3,2025-02-05,2025-02-06,5.0,13613394,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/b5/cb/86/recreational-facility.jpg,Saudi Arabia,False,21.55177,ar,The Hotel Galleria By Elaf,"Jeddah, Makkah Province",39.16297,"The Hotel Galleria Jeddah, Curio Collection by Hilton",165,597,https://media-cdn.tripadvisor.com/media/photo-o/1a/ca/54/5d/the-hotel-galleria-by.jpg,253.0,15.0,#15 of 253 hotels in Jeddah,4.5,9,1,6,10,139,4.136690616607666,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d13613394-Reviews-The_Hotel_Galleria_Jeddah_Curio_Collection_by_Hilton-Jeddah_Makkah_Province.html
"Al Corniche- Al Ma'adi Road, Jeddah 21443 Saudi Arabia",Jeddah,Saudi Arabia,21443,Al Corniche- Al Ma'adi Road,Pool,Internet,Kids Activities,Suites,295419,Jeddah,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.4,Rooms,4.3,Value,4.1,2025-02-05,2025-02-06,5.0,299181,https://media-cdn.tripadvisor.com/media/photo-m/1280/2e/4b/45/ea/hotel-building.jpg,Saudi Arabia,False,21.517426,ar,"‫Crowne Plaza Jeddah, an IHG hotel‬","Jeddah, Makkah Province",39.155827,"Crowne Plaza Jeddah, an IHG hotel",775,522,https://media-cdn.tripadvisor.com/media/photo-o/2e/4b/45/ea/hotel-building.jpg,253.0,8.0,#8 of 253 hotels in Jeddah,4.5,19,18,51,228,459,4.4849348068237305,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g295419-d299181-Reviews-Crowne_Plaza_Jeddah_an_IHG_hotel-Jeddah_Makkah_Province.html
"Olaya Street Al Murooj District, Riyadh 11616 Saudi Arabia",Riyadh,Saudi Arabia,11616,Olaya Street,Pool,Internet,Suites,Room service,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.1,Rooms,4.1,Value,4.0,2025-02-05,2025-02-06,4.0,12557114,https://media-cdn.tripadvisor.com/media/photo-o/10/f6/ef/bd/exterior.jpg,Saudi Arabia,False,24.755934,ar,سنترو الواحة,"Riyadh, Riyadh Province",46.653316,Centro Waha,575,185,https://media-cdn.tripadvisor.com/media/photo-o/2c/32/dc/19/centro-waha-exterior.jpg,957.0,35.0,#35 of 957 hotels in Riyadh,4.0,42,31,82,140,280,3.951329231262207,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d12557114-Reviews-Centro_Waha-Riyadh_Riyadh_Province.html
Medina 43211 Saudi Arabia,Medina,Saudi Arabia,43211,Unknown,Suites,Room service,Wheelchair access,Restaurant,298551,Medina,City,2628875,Al Madinah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,5.0,Rooms,4.8,Value,4.9,2025-02-05,2025-02-06,4.0,24995699,https://media-cdn.tripadvisor.com/media/photo-m/1280/2a/1d/ae/76/elaf-al-taqwa-hotel.jpg,Saudi Arabia,False,24.464806,ar,‫Elaf Al Taqwa Hotel‬,"Medina, Al Madinah Province",39.60761,Elaf Al Taqwa Hotel,209,160,https://media-cdn.tripadvisor.com/media/photo-o/2a/1d/ae/76/elaf-al-taqwa-hotel.jpg,227.0,2.0,#2 of 227 hotels in Medina,5.0,1,0,1,8,199,4.842967510223389,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g298551-d24995699-Reviews-Elaf_Al_Taqwa_Hotel-Medina_Al_Madinah_Province.html
"Abraj Al Bait Near King Abdul Aziz Gate, Mecca 21955 Saudi Arabia",Mecca,Saudi Arabia,21955,Abraj Al Bait,Restaurant,Business center,Internet,Room service,293993,Mecca,City,2628879,Makkah Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.8,Rooms,4.2,Value,4.0,2025-02-05,2025-02-06,5.0,1382757,https://media-cdn.tripadvisor.com/media/photo-m/1280/2d/4c/5b/c2/caption.jpg,Saudi Arabia,False,21.419182,ar,موفنبيك هوتيل آند ريزيدانس برج هاجر مكة,"Mecca, Makkah Province",39.82454,Movenpick Hotel & Residences Hajar Tower Makkah,1898,778,https://media-cdn.tripadvisor.com/media/photo-o/2c/2a/08/2f/exterior.jpg,1406.0,21.0,"#21 of 1,406 hotels in Mecca",4.5,69,70,227,479,1053,4.06300163269043,Hotel,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293993-d1382757-Reviews-Movenpick_Hotel_Residences_Hajar_Tower_Makkah-Mecca_Makkah_Province.html
"Prince Saud Bin Mohamed Bin Maqran, Exit 7 Al Falah District, Riyadh 13314 Saudi Arabia",Riyadh,Saudi Arabia,13314,"Prince Saud Bin Mohamed Bin Maqran, Exit 7 Al Falah District",Pool,Kids Activities,Free parking,Free Wifi,293995,Riyadh,City,2628867,Riyadh Province,Province,293991.0,Saudi Arabia,Country,hotel,Location,4.5,Rooms,5.0,Value,3.0,2025-02-05,2025-02-06,0.0,9720941,https://media-cdn.tripadvisor.com/media/photo-o/10/2f/cd/f4/burj-alhayah-hotel-suites.jpg,Saudi Arabia,False,24.80064,ar,‫Burj Alhayah Hotel Suites Alfalah‬,"Riyadh, Riyadh Province",46.69721,Burj Alhayah Hotel Suites Alfalah,5,18,https://media-cdn.tripadvisor.com/media/photo-o/10/2f/cd/f4/burj-alhayah-hotel-suites.jpg,140.0,10.0,#10 of 140 condos in Riyadh,4.0,1,0,1,0,3,3.047328233718872,Specialty Lodging,HOTEL,https://www.tripadvisor.com/Hotel_Review-g293995-d9720941-Reviews-Burj_Alhayah_Hotel_Suites_Alfalah-Riyadh_Riyadh_Province.html
